Listing ID,Título,Fabricante,Modelo,Capacidad,Grado,Unidades,Precio Total,Precio/Unidad,Día,Fecha,Pujas,URL
6a2879ad9aaced6220446d9c,Samsung Cell Phones - Galaxy S21 5G - Grade C(T) - CT0100692A,Samsung,Galaxy S21 5G,128GB,C(T),33,2800,84.85,JUEVES,2026-06-11,30,https://bstock.com/buy/listings/details/6a2879ad9aaced6220446d9c
6a2879b32724fd62aecf30c8,"Apple Tablets - iPad Mini 7, 128GB - Grade C(T) - CT0100774A",Apple,iPad Mini 7,128GB,C(T),21,4520,215.24,JUEVES,2026-06-11,16,https://bstock.com/buy/listings/details/6a2879b32724fd62aecf30c8
6a2879b0eaf5695e9ee15dcb,Samsung Cell Phones - Galaxy S26 5G - Grade C(T) - CT0100788A,Samsung,Galaxy S26 5G,MIXTO:256GB/512GB,C(T),20,8906,445.3,JUEVES,2026-06-11,17,https://bstock.com/buy/listings/details/6a2879b0eaf5695e9ee15dcb
6a2879b1c82e1b97429e4ce9,Samsung Cell Phones - Galaxy S21+ 5G - Grade C(T) - CT0100672A,Samsung,Galaxy S21+ 5G,MIXTO:128GB/256GB,C(T),37,3025,81.76,JUEVES,2026-06-11,28,https://bstock.com/buy/listings/details/6a2879b1c82e1b97429e4ce9
6a2879b4430a9d69b993bc6b,Google Cell Phones - Pixel 10 - Grade A(T) - CT0100493A,Google,Pixel 10,N/A,A(T),55,19502,354.58,JUEVES,2026-06-11,57,https://bstock.com/buy/listings/details/6a2879b4430a9d69b993bc6b
6a2879b39aaced6220446ec1,Samsung Cell Phones - Galaxy S22 5G - Grade C(T) - CT0100467A,Samsung,Galaxy S22 5G,128GB,C(T),78,7525,96.47,JUEVES,2026-06-11,60,https://bstock.com/buy/listings/details/6a2879b39aaced6220446ec1
6a2879bb9aaced6220447006,Samsung Cell Phones - Galaxy Z Flip7 - Grade C(T) - CT0100579A,Samsung,Galaxy Z Flip7,MIXTO:256GB/512GB,C(T),78,21526,275.97,JUEVES,2026-06-11,16,https://bstock.com/buy/listings/details/6a2879bb9aaced6220447006
6a2879bc9aaced6220447043,Samsung Cell Phones - Galaxy S23 FE - Grade C(T) - CT0100583A,Samsung,Galaxy S23 FE,N/A,C(T),75,8004,106.72,JUEVES,2026-06-11,14,https://bstock.com/buy/listings/details/6a2879bc9aaced6220447043
6a2879bf55357a696dfaccdf,Samsung Cell Phones - Galaxy S23 Ultra 5G - Grade B(T) - CT0100730A,Samsung,Galaxy S23 Ultra 5G,MIXTO:256GB/512GB,B(T),27,8400,311.11,JUEVES,2026-06-11,12,https://bstock.com/buy/listings/details/6a2879bf55357a696dfaccdf
6a2879c02724fd62aecf32f6,Apple Wearables - Apple Watches Ultra 3 - Grade A(T) - CT0100448A,Apple,Apple Watches Ultra 3,N/A,A(T),101,53751,532.19,JUEVES,2026-06-11,12,https://bstock.com/buy/listings/details/6a2879c02724fd62aecf32f6
6a2879c10bdacd5cfc701dba,Motorola Cell Phones - Moto G Play & Moto G Play (2026) - Grade C(T) - CT0100648A,Motorola,Moto G Play,N/A,C(T),44,3775,85.8,JUEVES,2026-06-11,26,https://bstock.com/buy/listings/details/6a2879c10bdacd5cfc701dba
6a2879c32a03cbe807497ef2,"Apple Cell Phones - iPhone SE (2022), 64GB - Grade C(T) - CT0100432A",Apple,iPhone SE (2022),64GB,C(T),125,7455,59.64,JUEVES,2026-06-11,86,https://bstock.com/buy/listings/details/6a2879c32a03cbe807497ef2
6a2879b8430a9d69b993bcf9,Apple Wearables - Apple Watches SE (2024) - Grade A(T) - CT0100693A,Apple,Apple Watches SE (2024),N/A,A(T),32,4192,131.0,JUEVES,2026-06-11,9,https://bstock.com/buy/listings/details/6a2879b8430a9d69b993bcf9
6a2879c20bdacd5cfc701ded,Motorola Cell Phones - Moto G Stylus 2025 - Grade C(T) - CT0100647A,Motorola,Moto G Stylus 2025,N/A,C(T),44,3075,69.89,JUEVES,2026-06-11,16,https://bstock.com/buy/listings/details/6a2879c20bdacd5cfc701ded
6a2879d60bdacd5cfc7020fc,Apple Cell Phones - iPhone 14 Pro - Grade A(T) - CT0100622A,Apple,iPhone 14 Pro,MIXTO:128GB/256GB/512GB/1TB,A(T),51,18600,364.71,JUEVES,2026-06-11,75,https://bstock.com/buy/listings/details/6a2879d60bdacd5cfc7020fc
6a2879c82a03cbe807497f3a,Google Cell Phones - Pixel 8 - Grade C(T) - CT0100775A,Google,Pixel 8,256GB,C(T),21,1965,93.57,JUEVES,2026-06-11,22,https://bstock.com/buy/listings/details/6a2879c82a03cbe807497f3a
6a2879cb9aaced62204472c2,Apple Wearables - Apple Watches S11 - Grade A(T) - CT0100535A,Apple,Apple Watches S11,N/A,A(T),239,65036,272.12,JUEVES,2026-06-11,21,https://bstock.com/buy/listings/details/6a2879cb9aaced62204472c2
6a2879d255357a696dfacd83,Samsung Cell Phones - Galaxy A16 5G - Grade C(T) - CT0100544A,Samsung,Galaxy A16 5G,N/A,C(T),174,13058,75.05,JUEVES,2026-06-11,84,https://bstock.com/buy/listings/details/6a2879d255357a696dfacd83
6a2879d39aaced62204473da,"Motorola Cell Phones - Moto G 5G (2025), Moto G Play (2026), Moto G Stylus 5G & More - Grade A(T) - CT0100840A",Motorola,Moto G 5G (2025),N/A,A(T),22,1505,68.41,JUEVES,2026-06-11,9,https://bstock.com/buy/listings/details/6a2879d39aaced62204473da
6a2879d29aaced62204473b2,Apple Wearables - Apple Watches SE (2024) - Grade C(T) - CT0100773A,Apple,Apple Watches SE (2024),N/A,C(T),21,775,36.9,JUEVES,2026-06-11,9,https://bstock.com/buy/listings/details/6a2879d29aaced62204473b2
6a2879d9430a9d69b993c1c0,Samsung Cell Phones - Galaxy S22 Ultra 5G - Grade C(T) - CT0100506A,Samsung,Galaxy S22 Ultra 5G,256GB,C(T),51,10657,208.96,JUEVES,2026-06-11,12,https://bstock.com/buy/listings/details/6a2879d9430a9d69b993c1c0
6a2879dc9aaced6220447509,Samsung Cell Phones - Galaxy XCover 7 Pro - Grade C(T) - CT0100711A,Samsung,Galaxy XCover 7 Pro,N/A,C(T),29,6710,231.38,JUEVES,2026-06-11,51,https://bstock.com/buy/listings/details/6a2879dc9aaced6220447509
6a2879e6430a9d69b993c37c,Apple Cell Phones - iPhone 12 Pro - Grade B(T) - CT0100659A,Apple,iPhone 12 Pro,MIXTO:128GB/256GB/512GB,B(T),41,6930,169.02,JUEVES,2026-06-11,46,https://bstock.com/buy/listings/details/6a2879e6430a9d69b993c37c
6a2879dd0bdacd5cfc7021cc,Samsung Cell Phones - Galaxy S24 FE - Grade C(T) - CT0100560A,Samsung,Galaxy S24 FE,N/A,C(T),113,18450,163.27,JUEVES,2026-06-11,25,https://bstock.com/buy/listings/details/6a2879dd0bdacd5cfc7021cc
6a2879e2430a9d69b993c2e0,Emblem Cell Phones - Propel 3 5G - Grade B(T) - CT0100617A,Emblem,Propel 3 5G,N/A,B(T),51,852,16.71,JUEVES,2026-06-11,13,https://bstock.com/buy/listings/details/6a2879e2430a9d69b993c2e0
6a2879e0430a9d69b993c2b1,Motorola Cell Phones - Razr+ 2024 - Grade C(T) - CT0100673A,Motorola,Razr+ 2024,N/A,C(T),36,2363,65.64,JUEVES,2026-06-11,35,https://bstock.com/buy/listings/details/6a2879e0430a9d69b993c2b1
6a2879ea0bdacd5cfc702454,Apple Wearables - Apple Watches SE2 - Grade C(T) - CT0100823A,Apple,Apple Watches SE2,N/A,C(T),15,550,36.67,JUEVES,2026-06-11,7,https://bstock.com/buy/listings/details/6a2879ea0bdacd5cfc702454
6a2879ea9aaced622044767c,Samsung Cell Phones - Galaxy S25+ 5G - Grade C(T) - CT0100681A,Samsung,Galaxy S25+ 5G,MIXTO:256GB/512GB,C(T),35,13977,399.34,JUEVES,2026-06-11,41,https://bstock.com/buy/listings/details/6a2879ea9aaced622044767c
6a2879ec0bdacd5cfc70247e,Apple Wearables - Apple Watches SE (2023) - Grade C(T) - CT0100803A,Apple,Apple Watches SE (2023),N/A,C(T),17,575,33.82,JUEVES,2026-06-11,9,https://bstock.com/buy/listings/details/6a2879ec0bdacd5cfc70247e
6a2879f00bdacd5cfc7024e9,Motorola Cell Phones - Razr+ 2025 - Grade C(T) - CT0100592A,Motorola,Razr+ 2025,N/A,C(T),60,6499,108.32,JUEVES,2026-06-11,99,https://bstock.com/buy/listings/details/6a2879f00bdacd5cfc7024e9
6a2879eb2724fd62aecf39f2,Samsung Cell Phones - Galaxy Z Fold5 5G - Grade C(T) - CT0100503A,Samsung,Galaxy Z Fold5 5G,256GB,C(T),51,11009,215.86,JUEVES,2026-06-11,16,https://bstock.com/buy/listings/details/6a2879eb2724fd62aecf39f2
6a2879f32724fd62aecf3b50,"Apple Tablets - iPad Gen 9, 64GB - Grade C(T) - CT0100441A",Apple,iPad Gen 9,64GB,C(T),109,10732,98.46,JUEVES,2026-06-11,6,https://bstock.com/buy/listings/details/6a2879f32724fd62aecf3b50
6a2879eec82e1b97429e4f3a,Samsung Cell Phones - Galaxy Z Flip6 - Grade C(T) - CT0100533A,Samsung,Galaxy Z Flip6,MIXTO:256GB/512GB,C(T),245,34000,138.78,JUEVES,2026-06-11,35,https://bstock.com/buy/listings/details/6a2879eec82e1b97429e4f3a
6a2879f99aaced62204478c7,Google Cell Phones - Pixel 9 Pro XL - Grade C(T) - CT0100658A,Google,Pixel 9 Pro XL,N/A,C(T),41,14718,358.98,JUEVES,2026-06-11,55,https://bstock.com/buy/listings/details/6a2879f99aaced62204478c7
6a2879f755357a696dfacef0,Samsung Cell Phones - Galaxy S24+ - Grade C(T) - CT0100485A,Samsung,Galaxy S24+,256GB,C(T),62,13750,221.77,JUEVES,2026-06-11,35,https://bstock.com/buy/listings/details/6a2879f755357a696dfacef0
6a2879f49aaced622044781a,Emblem Cell Phones - Propel 3 5G - Grade C(T) - CT0100582A,Emblem,Propel 3 5G,N/A,C(T),76,975,12.83,JUEVES,2026-06-11,24,https://bstock.com/buy/listings/details/6a2879f49aaced622044781a
6a2879fd2724fd62aecf3cfc,Samsung Cell Phones - Galaxy Z Flip4 5G - Grade C(T) - CT0100598A,Samsung,Galaxy Z Flip4 5G,MIXTO:128GB/256GB,C(T),59,2800,47.46,JUEVES,2026-06-11,26,https://bstock.com/buy/listings/details/6a2879fd2724fd62aecf3cfc
6a2879ff9aaced622044797b,Samsung Cell Phones - Galaxy Z Fold5 5G - Grade B(T) - CT0100787A,Samsung,Galaxy Z Fold5 5G,MIXTO:512GB/256GB,B(T),20,5325,266.25,JUEVES,2026-06-11,31,https://bstock.com/buy/listings/details/6a2879ff9aaced622044797b
6a287a069aaced6220447a90,"Apple Cell Phones - iPhone 12, 256GB - Grade C(T) - CT0100504A",Apple,iPhone 12,256GB,C(T),51,6450,126.47,JUEVES,2026-06-11,45,https://bstock.com/buy/listings/details/6a287a069aaced6220447a90
6a287a00430a9d69b993c751,Apple Wearables - Apple Watches S10 - Grade A(T) - CT0100591A,Apple,Apple Watches S10,N/A,A(T),60,11932,198.87,JUEVES,2026-06-11,7,https://bstock.com/buy/listings/details/6a287a00430a9d69b993c751
6a287a05c82e1b97429e5040,Google Cell Phones - Pixel 10 Pro XL - Grade C(T) - CT0100742A,Google,Pixel 10 Pro XL,N/A,C(T),25,12500,500.0,JUEVES,2026-06-11,26,https://bstock.com/buy/listings/details/6a287a05c82e1b97429e5040
6a287a0f2a03cbe80749820f,Apple Tablets - iPad Gen 11 - Grade C(T) - CT0100639A,Apple,iPad Gen 11,MIXTO:128GB/256GB/512GB,C(T),46,10078,219.09,JUEVES,2026-06-11,5,https://bstock.com/buy/listings/details/6a287a0f2a03cbe80749820f
6a287a00430a9d69b993c777,Apple Wearables - Apple Watches Ultra 2 - Grade A(T) - CT0100786A,Apple,Apple Watches Ultra 2,N/A,A(T),20,7431,371.55,JUEVES,2026-06-11,14,https://bstock.com/buy/listings/details/6a287a00430a9d69b993c777
6a287a039aaced6220447a1a,Samsung Cell Phones - Galaxy A17 5G - Grade C(T) - CT0100534A,Samsung,Galaxy A17 5G,N/A,C(T),245,20701,84.49,JUEVES,2026-06-11,62,https://bstock.com/buy/listings/details/6a287a039aaced6220447a1a
6a287a10eaf5695e9ee1619d,Apple Tablets - iPad Pro 11 (2022) & iPad Pro 4 11 - Grade C(T) - CT0100785A,Apple,iPad Pro 11 (2022),MIXTO:256GB/128GB/512GB,C(T),20,8221,411.05,JUEVES,2026-06-11,7,https://bstock.com/buy/listings/details/6a287a10eaf5695e9ee1619d
6a287a0b0bdacd5cfc702948,Samsung Cell Phones - Galaxy A35 5G - Grade C(T) - CT0100720A,Samsung,Galaxy A35 5G,N/A,C(T),28,1735,61.96,JUEVES,2026-06-11,22,https://bstock.com/buy/listings/details/6a287a0b0bdacd5cfc702948
6a287a082724fd62aecf3e9e,Samsung Cell Phones - Galaxy S23+ 5G - Grade C(T) - CT0100477A,Samsung,Galaxy S23+ 5G,256GB,C(T),68,12629,185.72,JUEVES,2026-06-11,36,https://bstock.com/buy/listings/details/6a287a082724fd62aecf3e9e
6a287a170bdacd5cfc702a8a,"Apple Tablets - iPad Gen 6, iPad Gen 7, iPad Air 3 & More - Grade C(T) - CT0100833A",Apple,iPad Gen 6,MIXTO:32GB/64GB/128GB/256GB/16GB,C(T),60,1925,32.08,JUEVES,2026-06-11,6,https://bstock.com/buy/listings/details/6a287a170bdacd5cfc702a8a
6a287a129aaced6220447c09,Samsung Cell Phones - Galaxy A36 5G - Grade C(T) - CT0100691A,Samsung,Galaxy A36 5G,N/A,C(T),33,3375,102.27,JUEVES,2026-06-11,49,https://bstock.com/buy/listings/details/6a287a129aaced6220447c09
6a287a130bdacd5cfc702a47,Samsung Wearables - Galaxy Watch 8 - Grade A(T) - CT0100792A,Samsung,Galaxy Watch 8,N/A,A(T),19,3100,163.16,JUEVES,2026-06-11,8,https://bstock.com/buy/listings/details/6a287a130bdacd5cfc702a47
6a287a1555357a696dfacfcf,Samsung Tablets - Galaxy Tab A9+ 5G - Grade C(T) - CT0100629A,Samsung,Galaxy Tab A9+ 5G,N/A,C(T),49,2865,58.47,JUEVES,2026-06-11,17,https://bstock.com/buy/listings/details/6a287a1555357a696dfacfcf
6a287a1b0bdacd5cfc702af0,Samsung Tablets - Galaxy Tab S10 FE - Grade C(T) - CT0100776A,Samsung,Galaxy Tab S10 FE,N/A,C(T),21,2988,142.29,JUEVES,2026-06-11,29,https://bstock.com/buy/listings/details/6a287a1b0bdacd5cfc702af0
6a287a1a9aaced6220447c88,Samsung Cell Phones - Galaxy XCover 6 Pro - Grade C(T) - CT0100791A,Samsung,Galaxy XCover 6 Pro,N/A,C(T),20,900,45.0,JUEVES,2026-06-11,11,https://bstock.com/buy/listings/details/6a287a1a9aaced6220447c88
6a287a1a430a9d69b993cd0a,Mixed Tablets - Tab 8 & amiGO Jr. Tab - Grade C(T) - CT0100839A,TCL,Tab 8,N/A,C(T),28,550,19.64,JUEVES,2026-06-11,11,https://bstock.com/buy/listings/details/6a287a1a430a9d69b993cd0a
6a287a1d430a9d69b993cd46,Apple Tablets - iPad Air 11 (2025) - Grade C(T) - CT0100795A,Apple,iPad Air 11 (2025),MIXTO:128GB/256GB,C(T),18,5625,312.5,JUEVES,2026-06-11,36,https://bstock.com/buy/listings/details/6a287a1d430a9d69b993cd46
6a287a1c0bdacd5cfc702b10,Samsung Cell Phones - Galaxy S22+ 5G - Grade C(T) - CT0100657A,Samsung,Galaxy S22+ 5G,MIXTO:128GB/256GB,C(T),42,5025,119.64,JUEVES,2026-06-11,24,https://bstock.com/buy/listings/details/6a287a1c0bdacd5cfc702b10
6a287a1d55357a696dfacfe8,Samsung Cell Phones - Galaxy S20+ 5G - Grade C(T) - CT0100638A,Samsung,Galaxy S20+ 5G,MIXTO:128GB/512GB,C(T),47,2400,51.06,JUEVES,2026-06-11,20,https://bstock.com/buy/listings/details/6a287a1d55357a696dfacfe8
6a287a1f430a9d69b993cd69,Google Cell Phones - Pixel 10 Pro XL - Grade A(T) - CT0100626A,Google,Pixel 10 Pro XL,N/A,A(T),50,30727,614.54,JUEVES,2026-06-11,21,https://bstock.com/buy/listings/details/6a287a1f430a9d69b993cd69
6a287a230bdacd5cfc702bba,Samsung Cell Phones - Galaxy S25 FE - Grade C(T) - CT0100445A,Samsung,Galaxy S25 FE,N/A,C(T),104,23705,227.93,JUEVES,2026-06-11,53,https://bstock.com/buy/listings/details/6a287a230bdacd5cfc702bba
6a287a2855357a696dfad00b,Samsung Cell Phones - Galaxy S23 5G - Grade C(T) - CT0100551A,Samsung,Galaxy S23 5G,MIXTO:128GB/256GB,C(T),146,21967,150.46,JUEVES,2026-06-11,19,https://bstock.com/buy/listings/details/6a287a2855357a696dfad00b
6a287a289aaced6220447d88,Samsung Cell Phones - Galaxy S23 Ultra 5G - Grade C(T) - CT0100558A,Samsung,Galaxy S23 Ultra 5G,256GB,C(T),123,30318,246.49,JUEVES,2026-06-11,54,https://bstock.com/buy/listings/details/6a287a289aaced6220447d88
6a287a2a9aaced6220447da3,Samsung Cell Phones - Galaxy S23 Ultra 5G - Grade C(T) - CT0100405A,Samsung,Galaxy S23 Ultra 5G,256GB,C(T),251,62500,249.0,JUEVES,2026-06-11,48,https://bstock.com/buy/listings/details/6a287a2a9aaced6220447da3
6a287a2ceaf5695e9ee161fe,Apple Wearables - Apple Watches SE3 - Grade A(T) - CT0100529A,Apple,Apple Watches SE3,N/A,A(T),284,44213,155.68,JUEVES,2026-06-11,25,https://bstock.com/buy/listings/details/6a287a2ceaf5695e9ee161fe
6a287a2b430a9d69b993ce36,Samsung Cell Phones - Galaxy S21 FE 5G - Grade C(T) - CT0100490A,Samsung,Galaxy S21 FE 5G,128GB,C(T),58,3795,65.43,JUEVES,2026-06-11,17,https://bstock.com/buy/listings/details/6a287a2b430a9d69b993ce36
6a287a2e0bdacd5cfc702c76,Samsung Cell Phones - Galaxy Z Fold6 5G - Grade C(T) - CT0100556A,Samsung,Galaxy Z Fold6 5G,MIXTO:256GB/512GB,C(T),126,44200,350.79,JUEVES,2026-06-11,43,https://bstock.com/buy/listings/details/6a287a2e0bdacd5cfc702c76
6a287a2e9aaced6220447de1,Motorola Cell Phones - Razr 60 Ultra - Grade C(T) - CT0100574A,Motorola,Razr 60 Ultra,N/A,C(T),81,5851,72.23,JUEVES,2026-06-11,15,https://bstock.com/buy/listings/details/6a287a2e9aaced6220447de1
6a287a2f430a9d69b993ce77,Samsung Cell Phones - Galaxy S10+ - Grade C(T) - CT0100699A,Samsung,Galaxy S10+,MIXTO:128GB/512GB,C(T),32,2225,69.53,JUEVES,2026-06-11,13,https://bstock.com/buy/listings/details/6a287a2f430a9d69b993ce77
6a287a3055357a696dfad024,Samsung Cell Phones - Galaxy A54 5G - Grade C(T) - CT0100735A,Samsung,Galaxy A54 5G,N/A,C(T),26,2110,81.15,JUEVES,2026-06-11,36,https://bstock.com/buy/listings/details/6a287a3055357a696dfad024
6a287a3155357a696dfad029,Google Cell Phones - Pixel 10 Pro - Grade A(T) - CT0100449A,Google,Pixel 10 Pro,N/A,A(T),101,49656,491.64,JUEVES,2026-06-11,48,https://bstock.com/buy/listings/details/6a287a3155357a696dfad029
6a287a359aaced6220447e84,Apple Tablets - iPad Pro 11 (2024) - Grade C(T) - CT0100640A,Apple,iPad Pro 11 (2024),MIXTO:256GB/1TB/2TB/512GB,C(T),45,17991,399.8,JUEVES,2026-06-11,15,https://bstock.com/buy/listings/details/6a287a359aaced6220447e84
6a287a42430a9d69b993cfc2,Samsung Cell Phones - Galaxy S10 - Grade C(T) - CT0100719A,Samsung,Galaxy S10,MIXTO:128GB/512GB,C(T),28,1575,56.25,JUEVES,2026-06-11,10,https://bstock.com/buy/listings/details/6a287a42430a9d69b993cfc2
6a287a35430a9d69b993ceea,Samsung Cell Phones - Galaxy S20 FE 5G - Grade C(T) - CT0100601A,Samsung,Galaxy S20 FE 5G,N/A,C(T),57,3185,55.88,JUEVES,2026-06-11,20,https://bstock.com/buy/listings/details/6a287a35430a9d69b993ceea
6a287a3a55357a696dfad047,Samsung Cell Phones - Galaxy Z Fold7 - Grade C(T) - CT0100550A,Samsung,Galaxy Z Fold7,MIXTO:256GB/512GB,C(T),156,105080,673.59,JUEVES,2026-06-11,10,https://bstock.com/buy/listings/details/6a287a3a55357a696dfad047
6a287a3e430a9d69b993cf86,Motorola Cell Phones - Moto G Play (2024) - Grade A(T) - CT0100741A,Motorola,Moto G Play (2024),N/A,A(T),25,975,39.0,JUEVES,2026-06-11,8,https://bstock.com/buy/listings/details/6a287a3e430a9d69b993cf86
6a287a4455357a696dfad065,"Samsung Cell Phones - Galaxy Note 10+, 256GB - Grade C(T) - CT0100737A",Samsung,Galaxy Note 10+,256GB,C(T),26,2146,82.54,JUEVES,2026-06-11,26,https://bstock.com/buy/listings/details/6a287a4455357a696dfad065
6a287a4e430a9d69b993d094,Apple Cell Phones - iPhone 11 - Grade C(T) - CT0100577A,Apple,iPhone 11,MIXTO:128GB/256GB/64GB,C(T),79,8136,102.99,JUEVES,2026-06-11,43,https://bstock.com/buy/listings/details/6a287a4e430a9d69b993d094
6a287a42430a9d69b993cfbc,Google Cell Phones - Pixel 8 Pro - Grade C(T) - CT0100605A,Google,Pixel 8 Pro,256GB,C(T),55,9352,170.04,JUEVES,2026-06-11,139,https://bstock.com/buy/listings/details/6a287a42430a9d69b993cfbc
6a287a4d9aaced6220448064,Samsung Cell Phones - Galaxy A36 5G - Grade A(T) - CT0100750A,Samsung,Galaxy A36 5G,N/A,A(T),25,3225,129.0,JUEVES,2026-06-11,34,https://bstock.com/buy/listings/details/6a287a4d9aaced6220448064
6a287a512a03cbe8074982e0,Apple Tablets - iPad Air 5 - Grade C(T) - CT0100686A,Apple,iPad Air 5,MIXTO:256GB/64GB,C(T),33,5794,175.58,JUEVES,2026-06-11,16,https://bstock.com/buy/listings/details/6a287a512a03cbe8074982e0
6a287a520bdacd5cfc702f23,Apple Cell Phones - iPhone 11 - Grade B(T) - CT0100596A,Apple,iPhone 11,MIXTO:64GB/128GB/256GB,B(T),59,6876,116.54,JUEVES,2026-06-11,39,https://bstock.com/buy/listings/details/6a287a520bdacd5cfc702f23
6a287a530bdacd5cfc702f3e,Apple Tablets - iPad Mini 6 - Grade C(T) - CT0100753A,Apple,iPad Mini 6,MIXTO:64GB/256GB,C(T),24,3649,152.04,JUEVES,2026-06-11,7,https://bstock.com/buy/listings/details/6a287a530bdacd5cfc702f3e
6a287a55430a9d69b993d11d,"Samsung Cell Phones - Galaxy S20 5G, 128GB - Grade C(T) - CT0100826A",Samsung,Galaxy S20 5G,128GB,C(T),15,851,56.73,JUEVES,2026-06-11,8,https://bstock.com/buy/listings/details/6a287a55430a9d69b993d11d
6a287a4f9aaced6220448089,Samsung Cell Phones - Galaxy S22 Ultra 5G - Grade C(T) - CT0100447A,Samsung,Galaxy S22 Ultra 5G,512GB,C(T),103,22300,216.5,JUEVES,2026-06-11,22,https://bstock.com/buy/listings/details/6a287a4f9aaced6220448089
6a287a52430a9d69b993d0e3,Samsung Cell Phones - Galaxy A15 5G - Grade C(T) - CT0100557A,Samsung,Galaxy A15 5G,64GB,C(T),126,6006,47.67,JUEVES,2026-06-11,26,https://bstock.com/buy/listings/details/6a287a52430a9d69b993d0e3
6a287a549aaced62204480ed,Samsung Cell Phones - Galaxy Z Fold3 5G - Grade C(T) - CT0100745A,Samsung,Galaxy Z Fold3 5G,MIXTO:512GB/256GB,C(T),25,1575,63.0,JUEVES,2026-06-11,2,https://bstock.com/buy/listings/details/6a287a549aaced62204480ed
6a287a5c0bdacd5cfc703029,"Apple Tablets - iPad Gen 11, 128GB - Grade C(T) - CT0100412A",Apple,iPad Gen 11,128GB,C(T),196,43416,221.51,JUEVES,2026-06-11,12,https://bstock.com/buy/listings/details/6a287a5c0bdacd5cfc703029
